TF-CL-Binding_IRI	TF-CL-Binding_Label	TF_IRI	TF_Label	CL_IRI	CL_Label
http://purl.obolibrary.org/obo/EGO_0000013647	CEBPB binding in GM18526 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0024847	GM18526
http://purl.obolibrary.org/obo/EGO_0000015328	CEBPB binding in GM12878 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0022851	GM12878
http://purl.obolibrary.org/obo/EGO_0000014555	CEBPB binding in GM15510 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0028068	GM15510
http://purl.obolibrary.org/obo/EGO_0000014652	CEBPB binding in ECC-1 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0037231	ECC-1
http://purl.obolibrary.org/obo/EGO_0000016095	CEBPB binding in GM19193 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0027332	GM19193
http://purl.obolibrary.org/obo/EGO_0000013061	CEBPB binding in HCT-116 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0003665	HCT-116
http://purl.obolibrary.org/obo/EGO_0000011568	CEBPB binding in NT2-D1 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0008207	NT2-D1
http://purl.obolibrary.org/obo/EGO_0000015711	CEBPB binding in HEK293-T-REx cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0037238	HEK293-T-REx
http://purl.obolibrary.org/obo/EGO_0000014384	CEBPB binding in MCF1A-Er-Src cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0037240	MCF1A-Er-Src
http://purl.obolibrary.org/obo/EGO_0000013909	CEBPB binding in SH-SY5Y cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y
http://purl.obolibrary.org/obo/EGO_0000014696	CEBPB binding in GM18951 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0026303	GM18951
http://purl.obolibrary.org/obo/EGO_0000016485	CEBPB binding in HEK293 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0001230	HEK293
http://purl.obolibrary.org/obo/EGO_0000016586	CEBPB binding in K562 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0050126	K562
http://purl.obolibrary.org/obo/EGO_0000010202	CEBPB binding in HL-60 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0003775	HL-60
http://purl.obolibrary.org/obo/EGO_0000012532	CEBPB binding in A549 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0001601	A549
http://purl.obolibrary.org/obo/EGO_0000016719	CEBPB binding in GM12891 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0022859	GM12891
http://purl.obolibrary.org/obo/EGO_0000012013	CEBPB binding in Raji cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0008734	Raji
http://purl.obolibrary.org/obo/EGO_0000014964	CEBPB binding in H1-neurons cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0037299	H1-neurons
http://purl.obolibrary.org/obo/EGO_0000014480	CEBPB binding in SK-N-MC cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0009058	SK-N-MC
http://purl.obolibrary.org/obo/EGO_0000010426	CEBPB binding in GM18505 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0024913	GM18505
http://purl.obolibrary.org/obo/EGO_0000015042	CEBPB binding in HeLa-S3 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0003699	HeLa-S3
http://purl.obolibrary.org/obo/EGO_0000010526	CEBPB binding in PBDE cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0037277	PBDE
http://purl.obolibrary.org/obo/EGO_0000016254	CEBPB binding in H1-hESC cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0037281	H1-hESC
http://purl.obolibrary.org/obo/EGO_0000010708	CEBPB binding in PFSK-1 cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0008425	PFSK-1
http://purl.obolibrary.org/obo/EGO_0000015522	CEBPB binding in SK-N-SH_RA cell	http://purl.obolibrary.org/obo/PR_000005308	CEBPB	http://purl.obolibrary.org/obo/CLO_0037234	SK-N-SH_RA
http://purl.obolibrary.org/obo/EGO_0000015267	Rad21 binding in K562 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0050126	K562
http://purl.obolibrary.org/obo/EGO_0000016477	Rad21 binding in GM12891 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0022859	GM12891
http://purl.obolibrary.org/obo/EGO_0000013128	Rad21 binding in MCF-7 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0007606	MCF-7
http://purl.obolibrary.org/obo/EGO_0000014374	Rad21 binding in HCT-116 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0003665	HCT-116
http://purl.obolibrary.org/obo/EGO_0000015187	Rad21 binding in GM18526 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0024847	GM18526
http://purl.obolibrary.org/obo/EGO_0000015186	Rad21 binding in GM19099 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0025875	GM19099
http://purl.obolibrary.org/obo/EGO_0000015442	Rad21 binding in HeLa-S3 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0003699	HeLa-S3
http://purl.obolibrary.org/obo/EGO_0000013913	Rad21 binding in GM19193 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0027332	GM19193
http://purl.obolibrary.org/obo/EGO_0000016703	Rad21 binding in NT2-D1 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0008207	NT2-D1
http://purl.obolibrary.org/obo/EGO_0000010788	Rad21 binding in MCF1A-Er-Src cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0037240	MCF1A-Er-Src
http://purl.obolibrary.org/obo/EGO_0000013608	Rad21 binding in SH-SY5Y cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y
http://purl.obolibrary.org/obo/EGO_0000014891	Rad21 binding in GM18505 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0024913	GM18505
http://purl.obolibrary.org/obo/EGO_0000011860	Rad21 binding in NB4 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0007947	NB4
http://purl.obolibrary.org/obo/EGO_0000014089	Rad21 binding in GM12892 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0022856	GM12892
http://purl.obolibrary.org/obo/EGO_0000013590	Rad21 binding in U87 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0009464	U87
http://purl.obolibrary.org/obo/EGO_0000012831	Rad21 binding in ECC-1 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0037231	ECC-1
http://purl.obolibrary.org/obo/EGO_0000014298	Rad21 binding in GM12878 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0022851	GM12878
http://purl.obolibrary.org/obo/EGO_0000016883	Rad21 binding in Raji cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0008734	Raji
http://purl.obolibrary.org/obo/EGO_0000011865	Rad21 binding in GM18951 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0026303	GM18951
http://purl.obolibrary.org/obo/EGO_0000011686	Rad21 binding in PANC-1 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0008381	PANC-1
http://purl.obolibrary.org/obo/EGO_0000013007	Rad21 binding in H1-neurons cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0037299	H1-neurons
http://purl.obolibrary.org/obo/EGO_0000012858	Rad21 binding in SK-N-SH cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0009059	SK-N-SH
http://purl.obolibrary.org/obo/EGO_0000012401	Rad21 binding in GM15510 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0028068	GM15510
http://purl.obolibrary.org/obo/EGO_0000016430	Rad21 binding in U2OS cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0009454	U2OS
http://purl.obolibrary.org/obo/EGO_0000012770	Rad21 binding in HepG2 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0003704	HepG2
http://purl.obolibrary.org/obo/EGO_0000015358	Rad21 binding in T-47D cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0009251	T-47D
http://purl.obolibrary.org/obo/EGO_0000010323	Rad21 binding in PBDE cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0037277	PBDE
http://purl.obolibrary.org/obo/EGO_0000014361	Rad21 binding in GM08714 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0010422	GM08714
http://purl.obolibrary.org/obo/EGO_0000011922	Rad21 binding in PBDEFetal cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0037278	PBDEFetal
http://purl.obolibrary.org/obo/EGO_0000011791	Rad21 binding in HL-60 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0003775	HL-60
http://purl.obolibrary.org/obo/EGO_0000015393	Rad21 binding in SK-N-SH_RA cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0037234	SK-N-SH_RA
http://purl.obolibrary.org/obo/EGO_0000016542	Rad21 binding in IMR90 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0006951	IMR90
http://purl.obolibrary.org/obo/EGO_0000016212	Rad21 binding in PFSK-1 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0008425	PFSK-1
http://purl.obolibrary.org/obo/EGO_0000010771	Rad21 binding in SK-N-MC cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0009058	SK-N-MC
http://purl.obolibrary.org/obo/EGO_0000015372	Rad21 binding in A549 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0001601	A549
http://purl.obolibrary.org/obo/EGO_0000010807	Rad21 binding in GM10847 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0023758	GM10847
http://purl.obolibrary.org/obo/EGO_0000013584	Rad21 binding in HUVEC cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0004307	HUVEC
http://purl.obolibrary.org/obo/EGO_0000014679	Rad21 binding in HEK293 cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0001230	HEK293
http://purl.obolibrary.org/obo/EGO_0000010442	Rad21 binding in HEK293-T-REx cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0037238	HEK293-T-REx
http://purl.obolibrary.org/obo/EGO_0000012051	Rad21 binding in H1-hESC cell	http://purl.obolibrary.org/obo/PR_000013667	Rad21	http://purl.obolibrary.org/obo/CLO_0037281	H1-hESC
http://purl.obolibrary.org/obo/EGO_0000016604	ATF2 binding in GM08714 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0010422	GM08714
http://purl.obolibrary.org/obo/EGO_0000010350	ATF2 binding in GM12891 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0022859	GM12891
http://purl.obolibrary.org/obo/EGO_0000010646	ATF2 binding in HCT-116 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0003665	HCT-116
http://purl.obolibrary.org/obo/EGO_0000012285	ATF2 binding in GM19099 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0025875	GM19099
http://purl.obolibrary.org/obo/EGO_0000014541	ATF2 binding in PANC-1 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0008381	PANC-1
http://purl.obolibrary.org/obo/EGO_0000013003	ATF2 binding in HL-60 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0003775	HL-60
http://purl.obolibrary.org/obo/EGO_0000011810	ATF2 binding in SK-N-SH cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0009059	SK-N-SH
http://purl.obolibrary.org/obo/EGO_0000016611	ATF2 binding in ECC-1 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0037231	ECC-1
http://purl.obolibrary.org/obo/EGO_0000015539	ATF2 binding in NT2-D1 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0008207	NT2-D1
http://purl.obolibrary.org/obo/EGO_0000011111	ATF2 binding in K562 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0050126	K562
http://purl.obolibrary.org/obo/EGO_0000013683	ATF2 binding in HUVEC cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0004307	HUVEC
http://purl.obolibrary.org/obo/EGO_0000011648	ATF2 binding in SK-N-SH_RA cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0037234	SK-N-SH_RA
http://purl.obolibrary.org/obo/EGO_0000016597	ATF2 binding in SK-N-MC cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0009058	SK-N-MC
http://purl.obolibrary.org/obo/EGO_0000011096	ATF2 binding in GM10847 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0023758	GM10847
http://purl.obolibrary.org/obo/EGO_0000012993	ATF2 binding in U87 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0009464	U87
http://purl.obolibrary.org/obo/EGO_0000011186	ATF2 binding in GM12878 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0022851	GM12878
http://purl.obolibrary.org/obo/EGO_0000016554	ATF2 binding in A549 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0001601	A549
http://purl.obolibrary.org/obo/EGO_0000014997	ATF2 binding in MCF-7 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0007606	MCF-7
http://purl.obolibrary.org/obo/EGO_0000013267	ATF2 binding in GM18951 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0026303	GM18951
http://purl.obolibrary.org/obo/EGO_0000011453	ATF2 binding in HeLa-S3 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0003699	HeLa-S3
http://purl.obolibrary.org/obo/EGO_0000010633	ATF2 binding in HEK293 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0001230	HEK293
http://purl.obolibrary.org/obo/EGO_0000015253	ATF2 binding in H1-hESC cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0037281	H1-hESC
http://purl.obolibrary.org/obo/EGO_0000014840	ATF2 binding in U2OS cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0009454	U2OS
http://purl.obolibrary.org/obo/EGO_0000015856	ATF2 binding in HepG2 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0003704	HepG2
http://purl.obolibrary.org/obo/EGO_0000013531	ATF2 binding in PFSK-1 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0008425	PFSK-1
http://purl.obolibrary.org/obo/EGO_0000014447	ATF2 binding in GM19193 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0027332	GM19193
http://purl.obolibrary.org/obo/EGO_0000016131	ATF2 binding in GM18505 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0024913	GM18505
http://purl.obolibrary.org/obo/EGO_0000015000	ATF2 binding in MCF1A-Er-Src cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0037240	MCF1A-Er-Src
http://purl.obolibrary.org/obo/EGO_0000014786	ATF2 binding in GM12892 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0022856	GM12892
http://purl.obolibrary.org/obo/EGO_0000015619	ATF2 binding in NB4 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0007947	NB4
http://purl.obolibrary.org/obo/EGO_0000010245	ATF2 binding in IMR90 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0006951	IMR90
http://purl.obolibrary.org/obo/EGO_0000010826	ATF2 binding in GM15510 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0028068	GM15510
http://purl.obolibrary.org/obo/EGO_0000010400	ATF2 binding in PBDEFetal cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0037278	PBDEFetal
http://purl.obolibrary.org/obo/EGO_0000014111	ATF2 binding in H1-neurons cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0037299	H1-neurons
http://purl.obolibrary.org/obo/EGO_0000010825	ATF2 binding in Raji cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0008734	Raji
http://purl.obolibrary.org/obo/EGO_0000010800	ATF2 binding in T-47D cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0009251	T-47D
http://purl.obolibrary.org/obo/EGO_0000015966	ATF2 binding in HEK293-T-REx cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0037238	HEK293-T-REx
http://purl.obolibrary.org/obo/EGO_0000015492	ATF2 binding in GM18526 cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0024847	GM18526
http://purl.obolibrary.org/obo/EGO_0000013579	ATF2 binding in PBDE cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0037277	PBDE
http://purl.obolibrary.org/obo/EGO_0000014014	ATF2 binding in SH-SY5Y cell	http://purl.obolibrary.org/obo/PR_000004398	ATF2	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y
http://purl.obolibrary.org/obo/EGO_0000012213	AP-2gamma binding in GM18526 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0024847	GM18526
http://purl.obolibrary.org/obo/EGO_0000012429	AP-2gamma binding in GM15510 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0028068	GM15510
http://purl.obolibrary.org/obo/EGO_0000016797	AP-2gamma binding in HL-60 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0003775	HL-60
http://purl.obolibrary.org/obo/EGO_0000010375	AP-2gamma binding in SK-N-SH cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0009059	SK-N-SH
http://purl.obolibrary.org/obo/EGO_0000015845	AP-2gamma binding in A549 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0001601	A549
http://purl.obolibrary.org/obo/EGO_0000011026	AP-2gamma binding in U2OS cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0009454	U2OS
http://purl.obolibrary.org/obo/EGO_0000011456	AP-2gamma binding in GM19099 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0025875	GM19099
http://purl.obolibrary.org/obo/EGO_0000011954	AP-2gamma binding in SH-SY5Y cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0009015	SH-SY5Y
http://purl.obolibrary.org/obo/EGO_0000012680	AP-2gamma binding in GM08714 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0010422	GM08714
http://purl.obolibrary.org/obo/EGO_0000014890	AP-2gamma binding in GM12878 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0022851	GM12878
http://purl.obolibrary.org/obo/EGO_0000013404	AP-2gamma binding in HEK293 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0001230	HEK293
http://purl.obolibrary.org/obo/EGO_0000013320	AP-2gamma binding in ECC-1 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0037231	ECC-1
http://purl.obolibrary.org/obo/EGO_0000011158	AP-2gamma binding in U87 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0009464	U87
http://purl.obolibrary.org/obo/EGO_0000015485	AP-2gamma binding in K562 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0050126	K562
http://purl.obolibrary.org/obo/EGO_0000010834	AP-2gamma binding in GM10847 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0023758	GM10847
http://purl.obolibrary.org/obo/EGO_0000013028	AP-2gamma binding in HUVEC cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0004307	HUVEC
http://purl.obolibrary.org/obo/EGO_0000014857	AP-2gamma binding in GM18951 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0026303	GM18951
http://purl.obolibrary.org/obo/EGO_0000011470	AP-2gamma binding in GM19193 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0027332	GM19193
http://purl.obolibrary.org/obo/EGO_0000016613	AP-2gamma binding in Raji cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0008734	Raji
http://purl.obolibrary.org/obo/EGO_0000010470	AP-2gamma binding in MCF-7 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0007606	MCF-7
http://purl.obolibrary.org/obo/EGO_0000016286	AP-2gamma binding in HEK293-T-REx cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0037238	HEK293-T-REx
http://purl.obolibrary.org/obo/EGO_0000016009	AP-2gamma binding in H1-hESC cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0037281	H1-hESC
http://purl.obolibrary.org/obo/EGO_0000012957	AP-2gamma binding in T-47D cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0009251	T-47D
http://purl.obolibrary.org/obo/EGO_0000013983	AP-2gamma binding in GM12891 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0022859	GM12891
http://purl.obolibrary.org/obo/EGO_0000013981	AP-2gamma binding in GM18505 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0024913	GM18505
http://purl.obolibrary.org/obo/EGO_0000014511	AP-2gamma binding in PBDE cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0037277	PBDE
http://purl.obolibrary.org/obo/EGO_0000015257	AP-2gamma binding in IMR90 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0006951	IMR90
http://purl.obolibrary.org/obo/EGO_0000014768	AP-2gamma binding in PBDEFetal cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0037278	PBDEFetal
http://purl.obolibrary.org/obo/EGO_0000014322	AP-2gamma binding in SK-N-SH_RA cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0037234	SK-N-SH_RA
http://purl.obolibrary.org/obo/EGO_0000011639	AP-2gamma binding in SK-N-MC cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0009058	SK-N-MC
http://purl.obolibrary.org/obo/EGO_0000013747	AP-2gamma binding in H1-neurons cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0037299	H1-neurons
http://purl.obolibrary.org/obo/EGO_0000014264	AP-2gamma binding in NT2-D1 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0008207	NT2-D1
http://purl.obolibrary.org/obo/EGO_0000010639	AP-2gamma binding in PFSK-1 cell	http://purl.obolibrary.org/obo/PR_000016265	AP-2gamma	http://purl.obolibrary.org/obo/CLO_0008425	PFSK-1
